#systematic_name	standard_name	synonyms
PA0006	yaeD	PA14_00070
PA3543	algK	PA14_18520
PA3544	algE	PA14_18510 alg76
PA3545	algG	PA14_18500
PA3546	algX	PA14_18480
PA3547	algL	PA14_18470
PA3548	algI	PA14_18450
PA3549	algJ	PA14_18430
PA3550	algF	PA14_18410
PA3551	algA	PA14_18380
PA3552	arnB	PA14_18370 pmrH
PA3553	arnC	PA14_18360 pmrF
PA3554	arnA	PA14_18350
PA3555	arnD	PA14_18340 amrJ
PA3556	arnT	PA14_18330 pqaB
PA3557	arnE	PA14_18320 pmrL
PA3558	arnF	PA14_18310 pmrM
PA3559		PA14_18300
PA3560	fruA	PA14_18275
PA3561	fruK	PA14_18260
PA3562	fruI	PA14_18250 ptsI
PA3563	fruR	PA14_18230
PA3565		PA14_18200
PA3567		PA14_18160
PA3569	mmsB	PA14_18140
PA3570	mmsA	PA14_18120
PA3571	mmsR	PA14_18110
PA3572		PA14_18100
PA3573		PA14_18090
PA3574	nalD	PA14_18080
PA3574.1		
PA3575		PA14_18060
PA3576		PA14_18050
PA3577		PA14_18040
PA3578		PA14_18020
PA3579		PA14_18010
PA3581	glpF	PA14_17980
PA3582	glpK	PA14_17960
PA3583	glpR	PA14_17940
PA3584	glpD	PA14_17930
PA3585	glpM	PA14_17920
PA3586		PA14_17910
PA3587	metR	PA14_17900
PA3589		PA14_17880
PA3590		PA14_17860
PA3591		PA14_17850
PA3593		PA14_17810
PA3594		PA14_17790
PA3595		PA14_17780
PA3596		PA14_17760
PA3597		PA14_17740
PA3599		PA14_17720
PA3603	dgkA	PA14_17675
PA3604	erdR	PA14_17670
PA3605		PA14_17660
PA3607	potA	PA14_17640
PA3608	potB	PA14_17630
PA3609	potC	PA14_17620
PA3610	potD	PA14_17610
PA3611		PA14_17600
PA3613		PA14_17580
PA3614		PA14_17570
PA3615		PA14_17550
PA3617	recA	PA14_17530
PA3619		PA14_17510
PA3620	mutS	PA14_17500 fdv
PA3621	fdxA	PA14_17490
PA3621.1	rsmZ	
PA3622	rpoS	PA14_17480
PA3623		PA14_17470
PA3624	pcm	PA14_17460
PA3625	surE	PA14_17450
PA3627	ygbB	PA14_17420
PA3629	adhC	PA14_17400
PA3630	gfnR	PA14_17380
PA3633	ygbP	PA14_17340
PA3635	eno	PA14_17320
PA3636	kdsA	PA14_17310
PA3637	pyrG	PA14_17290
PA3639	accA	PA14_17270
PA3640	dnaE	PA14_17260 polC
PA3641		PA14_17250
PA3642	rnhB	PA14_17230
PA3643	lpxB	PA14_17220 pgsB
PA3644	lpxA	PA14_17210
PA3645	fabZ	PA14_17190 sefA
PA3646	lpxD	PA14_17180 firA omsA
PA3647		PA14_17170
PA3648	opr86	PA14_17150
PA3649	mucP	PA14_17140 rseP
PA3650	dxr	PA14_17130 yaeM
PA3651	cdsA	PA14_17120
PA3652	uppS	PA14_17110 yaeS
PA3653	frr	PA14_17100 rrf
PA3654	pyrH	PA14_17080 smbA
PA3655	tsf	PA14_17070
PA3656	rpsB	PA14_17060
PA3657	map	PA14_17050
PA3658	glnD	PA14_17040 nfrX
PA3661		PA14_17000
PA3662		PA14_16990
PA3663		PA14_16980
PA3665		PA14_16960
PA3666	dapD	PA14_16950
PA3667		PA14_16930
PA3668		PA14_16920
PA3669		PA14_16910
PA3670		PA14_16890
PA3671		PA14_16880
PA3672		PA14_16870
PA3673	plsB	PA14_16860
PA3674		PA14_16840
PA3675		PA14_16830
PA3676	mexK	PA14_16820
PA3677	mexJ	PA14_16800
PA3678	mexL	PA14_16790
PA3679		PA14_16780
PA3681		PA14_16750
PA3682		PA14_16740
PA3683		PA14_16730
PA3684		PA14_16720
PA3686	adk	PA14_16700
PA3687	ppc	PA14_16690
PA3688		PA14_16680
PA3690		PA14_16660
PA3691		PA14_16640
PA3692	lptF	PA14_16630
PA3693		PA14_16620
PA3694		PA14_16610
PA3695		PA14_16600
PA3696		PA14_16590
PA3697		PA14_16580
PA3698		PA14_16560
PA3699		PA14_16550
PA3700	lysS	PA14_16530
PA3702	wspR	PA14_16500
PA3703	wspF	PA14_16480
PA3704	wspE	PA14_16470
PA3705	wspD	PA14_16460
PA3706	wspC	PA14_16450
PA3707	wspB	PA14_16440
PA3708	wspA	PA14_16430
PA3709		PA14_16410
PA3710		PA14_16390
PA3711		PA14_16380
PA3712		PA14_16370
PA3713	spdH	PA14_16360
PA3714		PA14_16350
PA3715		PA14_16340
PA3716		PA14_16330
PA3717		PA14_16320
PA3718		PA14_16310
PA3719	armR	PA14_16300
PA3720		PA14_16290
PA3721	nalC	PA14_16280
PA3722		PA14_16270
PA3724	lasB	PA14_16250
PA3725	recJ	PA14_16220
PA3727		PA14_16200
PA3728		PA14_16190
PA3729		PA14_16180
PA3730		PA14_16160
PA3733		PA14_16130
PA3734		PA14_16100
PA3735	thrC	PA14_16090
PA3736	hom	PA14_16070
PA3737	dsbC	PA14_16050
PA3738	xerD	PA14_16040
PA3739		PA14_16030
PA3740		PA14_16020
PA3741		PA14_16010
PA3742	rplS	PA14_16000
PA3743	trmD	PA14_15990
PA3744	rimM	PA14_15980
PA3745	rpsP	PA14_15970
PA3746	ffh	PA14_15960
PA3747		PA14_15940
PA3750		PA14_15910
PA3751	purT	PA14_15890
PA3752		PA14_15880
PA3755		PA14_15850
PA3757	nagR	PA14_15830
PA3759		PA14_15810
PA3761	nagE	PA14_15780
PA3762		PA14_15770
PA3763	purL	PA14_15740
PA3765		PA14_15710
PA3766		PA14_15700
PA3768		PA14_15670
PA3769	guaA	PA14_15340
PA3770	guaB	PA14_15310
PA3771		PA14_15290
PA3772		PA14_15280
PA3773		PA14_15270
PA3774		PA14_15260
PA3775		PA14_15250
PA3776		PA14_15240
PA3777	xseA	PA14_15230
PA3778		PA14_15210
PA3779		PA14_15200
PA3780		PA14_15190
PA3781		PA14_15180
PA3782		PA14_15150
PA3783		PA14_15140
PA3784		PA14_15130
PA3785		PA14_15120
PA3786		PA14_15110
PA3787		PA14_15100
PA3788		PA14_15090
PA3789		PA14_15080
PA3790	oprC	PA14_15070
PA3791		PA14_15050
PA3792	leuA	PA14_15030
PA3793		PA14_15020
PA3794		PA14_15000
PA3795		PA14_14990
PA3796		PA14_14975
PA3800		PA14_14910
PA3802	hisS	PA14_14890
PA3803	gcpE	PA14_14880
PA3804		PA14_14860
PA3805	pilF	PA14_14850
PA3807	ndk	PA14_14820
PA3809	fdx2	PA14_14800
PA3810	hscA	PA14_14780
PA3811	hscB	PA14_14770
PA3812	iscA	PA14_14750
PA3813	iscU	PA14_14740
PA3814	iscS	PA14_14730
PA3815	iscR	PA14_14710
PA3816	cysE	PA14_14700
PA3817		PA14_14690
PA3820	secF	PA14_14650
PA3821	secD	PA14_14630
PA3823	tgt	PA14_14600
PA3824	queA	PA14_14590
PA3824.1		
PA3825		PA14_14530
PA3826		PA14_14520
PA3827	lptG	PA14_14510 yjgQ
PA3828	lptF	PA14_14500 yjgP
PA3829		PA14_14490
PA3830		PA14_14480
PA3831	pepA	PA14_14470 carP phpA xerB
PA3832	holC	PA14_14460
PA3833		PA14_14450
PA3834	valS	PA14_14440
PA3835		PA14_14430
PA3836		PA14_14390
PA3837		PA14_14380
PA3838		PA14_14370
PA3841	exoS	
PA3842	spcS	PA14_14330 orf1
PA3843		
PA3844		PA14_14290
PA3845		PA14_14280
PA3846		PA14_14270
PA3847		PA14_14250
PA3848		PA14_14230
PA3850		PA14_14210
PA3851		PA14_14200
PA3852		PA14_14170
PA3853		PA14_14160
PA3854		PA14_14150
PA3855		PA14_14140
PA3856		PA14_14130
PA3857	pcs	PA14_14110
PA3859		PA14_14080
PA3860		PA14_14060
PA3861	rhl	PA14_14040
PA3862	dauB	PA14_14020
PA3863	dauA	PA14_14010
PA3864	dauR	PA14_14000
PA3865		PA14_13990
PA3865.1		PA14_13950
PA3866		PA14_13940
PA3867		PA14_15430
PA3868		PA14_13890
PA3869		PA14_13870
PA3870	moaA1	PA14_13850
PA3872	narI	PA14_13830
PA3873	narJ	PA14_13810
PA3874	narH	PA14_13800
PA3875	narG	PA14_13780
PA3876	narK2	PA14_13770
PA3877	narK1	PA14_13750
PA3878	narX	PA14_13740
PA3879	narL	PA14_13730
PA3880		PA14_13720
PA3881		PA14_13710
PA3882		PA14_13690
PA3883		PA14_13680
PA3884		PA14_13670
PA3885	tpbA	PA14_13660
PA3886		PA14_13650
PA3887	nhaP	PA14_13620
PA3888	opuCD	PA14_13610
PA3889	opuCC	PA14_13600
PA3890	opuCB	PA14_13590
PA3891	opuCA	PA14_13580
PA3892		PA14_13560
PA3893		PA14_13530
PA3895		PA14_13510
PA3896		PA14_13500
PA3897		PA14_13490
PA3898		PA14_13470
PA3899	fecI	PA14_13460
PA3900	fecR	PA14_13450
PA3901	fecA	PA14_13430
PA3902		PA14_13420
PA3903	prfC	PA14_13410
PA3904		PA14_13390
PA3905	tecT	PA14_13380
PA3906		PA14_13370
PA3907	tseT	PA14_13360
PA3909	eddB	PA14_13340
PA3910	eddA	PA14_13330
PA3914	moeA1	PA14_13280
PA3915	moaB1	PA14_13260
PA3916	moaE	PA14_13250
PA3917	moaD	PA14_13240
PA3918	moaC	PA14_13230
PA3920	copA1 	PA14_13170 cueA yvgX
PA3921		PA14_13150
PA3922		PA14_13140
PA3923		PA14_13130
PA3924		PA14_13110
PA3925		PA14_13090
PA3926		PA14_13070
PA3927		PA14_13060
PA3928		PA14_13050
PA3929	cioB	PA14_13040
PA3930	cioA	PA14_13030
PA3931		PA14_13010
PA3932		PA14_13000
PA3933	betT3	PA14_12990
PA3934		PA14_12980
PA3935	tauD	PA14_12970
PA3939		PA14_12910
PA3940		PA14_12900
PA3941		PA14_12890
PA3942	tesB	PA14_12870
PA3943		PA14_12860
PA3944		PA14_12850
PA3945		PA14_12840
PA3946	rocS1	PA14_12820
PA3947	rocR	PA14_12810
PA3948	rocA1	PA14_12780
PA3949		PA14_12770
PA3950		PA14_12760
PA3951		PA14_12750
PA3952		PA14_12740
PA3953		PA14_12730
PA3954	sfnG	PA14_12710
PA3955		PA14_12700
PA3956		PA14_12690
PA3957		PA14_12680
PA3958		PA14_12670
PA3959		PA14_12650
PA3960		PA14_12640
PA3962		PA14_12620
PA3964		PA14_12590
PA3965		PA14_12570
PA3966		PA14_12560
PA3967		PA14_12550
PA3969		PA14_12530
PA3970	amn	PA14_12490
PA3971		PA14_12470
PA3973		PA14_12440
PA3974	ladS	
PA3975	thiD	PA14_12410
PA3976	thiE	PA14_12400 thiC
PA3977	hemL	PA14_12390
PA3978		PA14_12370
PA3979		PA14_12360
PA3982		PA14_12310
PA3983		PA14_12300
PA3984	lnt	PA14_12280 cutE
PA3985		PA14_12270
PA3986		PA14_12260
PA3987	leuS	PA14_12230
PA3988	lptE	PA14_12210
PA3989	holA	PA14_12200
PA3990		PA14_12180
PA3991		PA14_12170
PA3993		
PA3994		PA14_12150
PA3995		PA14_12140
PA3996	lis	PA14_12130 lipA
PA3997	lipB	PA14_12120
PA3999	dacC	PA14_12100 dacD
PA4000	rlpA	PA14_12090
PA4001	sltB1	PA14_12080 mltB2
PA4002	rodA	PA14_12070 mrdB
PA4003	pbpA	PA14_12060 mrdA
PA4006	nadD1	PA14_12020 nadD ybeN
PA4007	proA	PA14_12010 proB
PA4008		PA14_11990
PA4009		PA14_11980
PA4010		PA14_11970
PA4011		PA14_11960
PA4012		PA14_11940
PA4014		PA14_11920
PA4015		PA14_11910
PA4016		PA14_11900
PA4018		PA14_11880
PA4019	ubiX	PA14_11860
PA4020	mpl	PA14_11845
PA4021	eatR	PA14_11830
PA4022	hdhA	PA14_11810 exaC2
PA4023	eat	PA14_11790 eutP
PA4024	eutB	PA14_11770
PA4025	eutC	PA14_11760
PA4026		PA14_11750
PA4027		PA14_11740
PA4028		
PA4031	ppa	PA14_11690 ipyR
PA4032		PA14_11680
PA4033	mucE	PA14_11670
PA4034	aqpZ	PA14_11660 bniP
PA4035		PA14_11650
PA4036		PA14_11630
PA4037		PA14_11620
PA4038		PA14_11610
PA4039		PA14_11600
PA4040		PA14_11590
PA4041		PA14_11580
PA4042	xseB	PA14_11570
PA4043	ispA	PA14_11560
PA4044	dxs	PA14_11550
PA4046		PA14_11520
PA4047	ribA	PA14_11510
PA4048		PA14_11490
PA4049		PA14_11480
PA4050	pgpA	PA14_11470
PA4051	thiL	PA14_11460
PA4052	nusB	PA14_11450 ssyB
PA4053	ribE	PA14_11430 ribH
PA4054	ribB	PA14_11420 ribA
PA4055	ribC	PA14_11410 ribB
PA4056	ribD	PA14_11400 ribG
PA4057	nrdR	PA14_11380 ybaD
PA4058		PA14_11370
PA4059		
PA4060		PA14_11350
PA4062		PA14_11330
PA4063		PA14_11320
PA4064		PA14_11310
PA4065		PA14_11290
PA4066		PA14_11280
PA4067	oprG	PA14_11270 ompW yciD
PA4068		PA14_11260
PA4069		PA14_11250
PA4070		PA14_11240
PA4071		PA14_11230
PA4072		PA14_11210
PA4073		PA14_11190
PA4074		PA14_11180
PA4075		PA14_11170
PA4076		PA14_11160
PA4077		PA14_11150
PA4078		PA14_11140
PA4079		PA14_11130
PA4081	cupB6	PA14_11110
PA4082	cupB5	PA14_11100
PA4083	cupB4	PA14_11090
PA4084	cupB3	PA14_11080 htrE
PA4085	cupB2	PA14_11070
PA4086	cupB1	PA14_11060
PA4088		PA14_11030
PA4089		PA14_11020
PA4090		PA14_11010
PA4091	hpaA	PA14_11000
PA4092	hpaC	PA14_10990
PA4093		PA14_10950
PA4094		PA14_10940
PA4095		PA14_10920
PA4098		PA14_10890
PA4099		PA14_10870
PA4100		PA14_10850
PA4101	bfmR	
PA4102	bfmS	
PA4103		
PA4104		
PA4105		
PA4106		
PA4107	efhP	
PA4108		PA14_10820
PA4109	ampR	PA14_10800
PA4110	ampC	PA14_10790
PA4111		PA14_10780
PA4112		PA14_10770
PA4115		PA14_10730
PA4116	bphO	PA14_10710
PA4117	bphP	PA14_10700
PA4118		PA14_10680
PA4119	aph	PA14_10670
PA4120		PA14_10660
PA4121		PA14_10650
PA4122		PA14_10640
PA4123	hpcC	PA14_10630 hpaE
PA4124	hpcB	PA14_10620 hpaD
PA4125	hpcD	PA14_10610
PA4127	hpcG	PA14_10590 hpaH
PA4129		PA14_10560
PA4130		PA14_10550
PA4131		PA14_10540
PA4132		PA14_10530
PA4134		PA14_10490
PA4135		PA14_10480
PA4138	tyrS	PA14_10420
PA4139		PA14_10380
PA4140		PA14_10370
PA4141		PA14_10360
PA4142		PA14_10350
PA4145		PA14_10320
PA4146		
PA4147	acoR	PA14_10290
PA4148		PA14_10280
PA4151	acoB	PA14_10250
PA4153		PA14_10230
PA4155		PA14_10210
PA4156	fvbA	PA14_10200
PA4157		PA14_10190
PA4158	fepC	PA14_10180
PA4159	fepB	PA14_10170
PA4160	fepD	PA14_10160
PA4161	fepG	PA14_10140
PA4162		PA14_10130
PA4163		PA14_10040
PA4164		PA14_10020
PA4165		PA14_10010
PA4166		PA14_09990
PA4168	fpvB	PA14_09970
PA4169		PA14_09960
PA4170		PA14_09950
PA4171		PA14_09940
PA4172		PA14_09930
PA4174		PA14_09910
PA4175	piv	PA14_09900 prpL
PA4176	ppiC2	PA14_09890
PA4177		PA14_09880
PA4178	eftM	PA14_09870
PA4180		PA14_09820
PA4181		PA14_09810
PA4182		PA14_09790
PA4183		PA14_09780
PA4184	souR	PA14_09770
PA4185		PA14_09760
PA4186		PA14_09750
PA4188		PA14_09730
PA4189		PA14_09710
PA4190	pqsL	PA14_09700
PA4191		
PA4192		
PA4193		
PA4194		
PA4195		
PA4196	bfiR	PA14_09690
PA4197	bfiS	PA14_09680
PA4198		PA14_09660
PA4199		PA14_09630
PA4200		PA14_09610
PA4201	ddlA	PA14_09600
PA4202	nmoA	PA14_09580
PA4203	nmoR	PA14_09570
PA4204	ppgL	PA14_09550
PA4205	mexG	PA14_09540
PA4206	mexH	PA14_09530
PA4207	mexI	PA14_09520
PA4208	opmD	PA14_09500
PA4209	phzM	PA14_09490
PA4210	phzA1	PA14_09480
PA4211	phzB1	PA14_09470
PA4212	phzC1	PA14_39945
PA4213	phzD1	PA14_09450
PA4214	phzE1	PA14_09440
PA4215	phzF1	PA14_09420 PA14_39890
PA4216	phzG1	PA14_09410
PA4217	phzS	PA14_09400
PA4218	ampP	PA14_09380 fptX
PA4219	ampO	PA14_09370 yfpB
PA4221	fptA	PA14_09340
PA4224	pchG	PA14_09290
PA4225	pchF	PA14_09280
PA4226	pchE	PA14_09270
PA4227	pchR	PA14_09260
PA4228	pchD	PA14_09240
PA4229	pchC	PA14_09230
PA4230	pchB	PA14_09220
PA4231	pchA	PA14_09210
PA4232	ssb	PA14_09200
PA4234	uvrA	PA14_09180
PA4235	ftnA	PA14_09160
PA4236	katA	PA14_09150 catA
PA4237	rplQ	PA14_09130
PA4238	rpoA	PA14_09115
PA4239	rpsD	PA14_09100
PA4240	rpsK	PA14_09090
PA4241	rpsM	PA14_09080
PA4242	rpmJ	PA14_09070
PA4243	secY	PA14_09050 prlA
PA4244	rplO	PA14_09040
PA4245	rpmD	PA14_09030
PA4246	rpsE	PA14_09020
PA4247	rplR	PA14_09010
PA4248	rplF	PA14_09000
PA4249	rpsH	PA14_08990
PA4250	rpsN	PA14_08980
PA4251	rplE	PA14_08970
PA4252	rplX	PA14_08960
PA4253	rplN	PA14_08950
PA4254	rpsQ	PA14_08940
PA4255	rpmC	PA14_08930
PA4256	rplP	PA14_08920
PA4257	rpsC	PA14_08910
PA4258	rplV	PA14_08900
PA4259	rpsS	PA14_08890
PA4260	rplB	PA14_08880
PA4261	rplW	PA14_08870
PA4262	rplD	PA14_08860
PA4263	rplC	PA14_08850
PA4264	rpsJ	PA14_08840
PA4265	tufA	PA14_08830
PA4266	fusA1	PA14_08820
PA4267	rpsG	PA14_08810
PA4268	rpsL	PA14_08790 str
PA4269	rpoC	PA14_08780
PA4270	rpoB	PA14_08760
PA4270.1	P26	
PA4271	rplL	PA14_08750
PA4272	rplJ	PA14_08740
PA4272.1	P27	
PA4273	rplA	PA14_08730
PA4274	rplK	PA14_08720
PA4275	nusG	PA14_08710
PA4276	secE	PA14_08695 prlG
PA4276.1		
PA4277	tufB	PA14_08680
PA4277.1		
PA4277.2		
PA4277.3		
PA4278		PA14_08640
PA4279		PA14_08630
PA4280	birA	PA14_08620
PA4280.1		
PA4280.2		
PA4280.3		
PA4280.4		
PA4280.5		
PA4281	sbcD	PA14_55640
PA4283	recD	PA14_55660
PA4284	recB	PA14_55670 rorA
PA4285	recC	PA14_55690
PA4286		PA14_55710
PA4287		PA14_55720
PA4288		PA14_55730
PA4289		PA14_55740
PA4290		PA14_55750
PA4291		PA14_55760
PA4292		PA14_55770
PA4293	pprA	PA14_55780
PA4294		PA14_55790
PA4295	fppA	PA14_55800
PA4296	pprB	PA14_55810
PA4297	tadG	PA14_55820
PA4298		PA14_55840
PA4299	tadD	PA14_55850
PA4300	tadC	PA14_55860
PA4301	tadB	PA14_55880
PA4302	tadA	PA14_55890 hvbA
PA4303	tadZ	PA14_55900
PA4304	rcpA	PA14_55920 xqhC
PA4305	rcpC	PA14_55930
PA4306	flp	PA14_55940
PA4307	pctC	PA14_55960
PA4308		PA14_55980
PA4309	pctA	PA14_56000
PA4310	pctB	PA14_56010
PA4311		PA14_56030
PA4312		PA14_56040
PA4313		PA14_56050
PA4314	purU1	PA14_56060
PA4315	mvaT	PA14_56070
PA4316	sbcB	PA14_56080
PA4317		PA14_56090
PA4318		PA14_56100
PA4319		PA14_56110
PA4320		PA14_56130
PA4321		PA14_56140
PA4322		PA14_56160
PA4323		PA14_56170
PA4324		PA14_56180
PA4325		PA14_56190
PA4326		PA14_56200
PA4327		PA14_56210
PA4328		PA14_56220
PA4329	pykA	PA14_56240 pyk-II
PA4330		PA14_56250
PA4331		PA14_56260
PA4332	sadC	PA14_56280
PA4335		PA14_56360
PA4336		PA14_56370
PA4337		PA14_56380
PA4338		PA14_56390
PA4339		PA14_56410
PA4340		PA14_56420
PA4341		PA14_56430
PA4342		PA14_56450
PA4343		PA14_56470
PA4344		PA14_56480
PA4345		PA14_56510
PA4346		PA14_56520
PA4347		PA14_56530
PA4348		PA14_56540
PA4349		PA14_56550
PA4350	olsB	PA14_56560
PA4351	olsA	PA14_56570
PA4352		PA14_56590
PA4354		PA14_56620
PA4355	pyeM	PA14_56640 araJ
PA4356	xenB	PA14_56660
PA4358	feoB	PA14_56680
PA4360		PA14_56700
PA4361		PA14_56720
PA4362		PA14_56730
PA4363	iciA	PA14_56740 lysR
PA4364		PA14_56750
PA4365	lysE	PA14_56770 yggA
PA4366	sodB	PA14_56780
PA4367	bifA	PA14_56790
PA4368		PA14_56800
PA4369		PA14_56810
PA4370	icmP	PA14_56830
PA4371		PA14_56840
PA4372		PA14_56850
PA4373		PA14_56870
PA4374	mexV	PA14_56880
PA4375	mexW	PA14_56890
PA4376	pncB2	PA14_56900
PA4377		PA14_56910
PA4378	warB	PA14_56920 inaA
PA4379	warA	PA14_56930
PA4380	colS	PA14_56940
PA4381	colR	PA14_56950
PA4382		PA14_56960
PA4384		PA14_56990
PA4385	groEL	PA14_57010 mopA
PA4386	groES	PA14_57020 mopB
PA4388		PA14_57040
PA4389		PA14_57050
PA4390		PA14_57060
PA4391		PA14_57070
PA4393	ampG	PA14_57100
PA4396		PA14_57140
PA4397	panE	PA14_57160 abpA
PA4398		PA14_57170
PA4400	mutT	PA14_57190
PA4401		PA14_57200
PA4402	argJ	PA14_57210
PA4403	secA	PA14_57220
PA4404		PA14_57240
PA4405		PA14_57250
PA4406	lpxC	PA14_57260 asmB envA
PA4406.1		
PA4407	ftsZ	PA14_57275
PA4408	ftsA	PA14_57290
PA4409	ftsQ	PA14_57300
PA4410	ddlB	PA14_57320
PA4411	murC	PA14_57330
PA4412	murG	PA14_57340
PA4413	ftsW	PA14_57360
PA4414	murD	PA14_57370
PA4416	murF	PA14_57390
PA4417	murE	PA14_57410
PA4418	ftsI	PA14_57425 pbpB
PA4419	ftsL	PA14_57440
PA4421.1	rnpB	
PA4427	sspB	PA14_57520
PA4428	sspA	PA14_57530 pog ssp
PA4429		PA14_57540
PA4430		PA14_57560
PA4431		PA14_57570
PA4432	rpsI	PA14_57580
PA4433	rplM	PA14_57590
PA4434		PA14_57600
PA4435		
PA4436		PA14_57630
PA4437		PA14_57640
PA4439	trpS	PA14_57670
PA4440		PA14_57680
PA4441		PA14_57690
PA4442	cysN	PA14_57710
PA4443	cysD	PA14_57720
PA4444	mltB1	PA14_57730
PA4446	algW	PA14_57760
PA4447	hisC1	PA14_57770 his8
PA4448	hisD	PA14_57780 hisX
PA4449	hisG	PA14_57800
PA4450	murA	PA14_57810
PA4451.1	P35	
PA4452		PA14_57830
PA4453		PA14_57840
PA4459	lptC	PA14_57910 yrbK
PA4460	lptH	PA14_57920 yhbN
PA4461	lptB	PA14_57930 yhbG
PA4462	rpoN	PA14_57940 ntrA
PA4464	ptsN	PA14_57960
PA4466		PA14_57980
PA4467		PA14_57990
PA4468	sodM	PA14_58000 sodA
PA4469		PA14_58010
PA4470	fumC1	PA14_58030
PA4472	pmbA	PA14_58050 tldE
PA4475		PA14_58080
PA4476		PA14_58090
PA4477	cafA	PA14_58100
PA4479	mreD	PA14_58120
PA4480	mreC	PA14_58130
PA4481	mreB	PA14_58150 envB rodY
PA4482	gatC	PA14_58170
PA4483	gatA	PA14_58180
PA4484	gatB	PA14_58190
PA4485		PA14_58210
PA4486		PA14_58220
PA4487	magF	PA14_58230
PA4488	magE	PA14_58240
PA4489	magD	PA14_58250
PA4490	magC	PA14_58260
PA4491	magB	PA14_58270 pufY yfaA
PA4492	magA	PA14_58290
PA4493	roxR	PA14_58300
PA4494	roxS	PA14_58320
PA4495		PA14_58330
PA4496	dppA1	PA14_58350
PA4497	dppA2	PA14_58360
PA4498	mdpA	PA14_58375
PA4499	psdR	PA14_58380
PA4500	dppA3	PA14_58390
PA4501	opdD	PA14_58410 opdP
PA4502	dppA4	PA14_58420
PA4503	dppB	PA14_58440
PA4504	dppC	PA14_58450
PA4505	dppD	PA14_58470
PA4506	dppF	PA14_58490
PA4507		PA14_58500
PA4508		PA14_58510
PA4509		PA14_58515
PA4510		PA14_58530
PA4511		PA14_58540
PA4512	lpxO1	PA14_58550
PA4516		PA14_58600
PA4517		PA14_58610
PA4518		PA14_58620
PA4519	speC	PA14_58630
PA4520		PA14_58650
PA4521	ampE	PA14_58660
PA4522	ampD	PA14_58670
PA4523		PA14_58690
PA4524	nadC	PA14_58700
PA4524.1		
PA4525	pilA	PA14_58730
PA4526	pilB	PA14_58750
PA4528	pilD	PA14_58770 xcpA
PA4529	coaE	PA14_58780
PA4530		PA14_58790
PA4531		PA14_58800
PA4532		PA14_58810
PA4533		PA14_58820
PA4534		PA14_58830
PA4535		PA14_58840
PA4536		PA14_58850
PA4537		PA14_58860
PA4538	ndh	PA14_58870
PA4539		PA14_58880
PA4540		PA14_58890 lepB
PA4541	lepA	tpsA4
PA4541.1		
PA4541.2		
PA4541.3		
PA4542	clpB	PA14_60190
PA4544	rluD	PA14_60210 yfiI
PA4545	comL	PA14_60230 ypiY
PA4546	pilS	PA14_60250
PA4547	pilR	PA14_60260
PA4549	fimT	
PA4550	fimU	PA14_60280
PA4551	pilV	
PA4552	pilW	PA14_60290
PA4553	pilX	PA14_60300
PA4554	pilY1	PA14_60310
PA4555	pilY2	
PA4556	pilE	PA14_60320
PA4557	lytB	PA14_60330
PA4559	lspA	PA14_60360
PA4560	ileS	PA14_60370
PA4561	ribF	PA14_60380
PA4563	rpsT	PA14_60400
PA4565	proB	PA14_60420
PA4566	obg	PA14_60445
PA4567	rpmA	PA14_60450
PA4568	rplU	PA14_60460
PA4569	ispB	PA14_60470 cel
PA4570		PA14_60480
PA4570.1	rsmW	
PA4571		PA14_60490
PA4572	fklB	PA14_60500
PA4573		PA14_60520
PA4575		PA14_60540
PA4576		PA14_60550
PA4577		PA14_60560
PA4578		PA14_60570
PA4579		PA14_60580
PA4580		PA14_60590
PA4581	rtcR	PA14_60600
PA4581.1		
PA4582		PA14_60630
PA4585	rtcA	PA14_60670 yhgK
PA4586		PA14_60690
PA4587	ccpR	PA14_60700
PA4588	gdhA	PA14_60710
PA4590	pra	PA14_60750
PA4591		PA14_60760
PA4593		PA14_60780
PA4594		PA14_60790
PA4596	esrC	PA14_60810
PA4597	oprJ	PA14_60820
PA4598	mexD	PA14_60830
PA4599	mexC	PA14_60850
PA4600	nfxB	PA14_60860
PA4601	morA	PA14_60870
PA4602	glyA3	PA14_60890
PA4603		PA14_60900
PA4607		PA14_60960
PA4608	mapZ	PA14_60970
PA4609	radA	PA14_60990 sms
PA4610		PA14_61000
PA4611		PA14_61010
PA4613	katB	PA14_61040
PA4614	mscL	PA14_61050
PA4615	fprB	PA14_61060
PA4616		PA14_61080
PA4618		PA14_61120
PA4619		PA14_61130
PA4620		PA14_61140
PA4621		PA14_61150
PA4622		PA14_61170
PA4623		
PA4624	cdrB	PA14_61190
PA4625	cdrA	PA14_61200
PA4626	hprA	PA14_61210
PA4628	lysP	PA14_61250
PA4629		PA14_61260
PA4630		PA14_61270
PA4631		PA14_61280
PA4632		PA14_61290
PA4633		PA14_61300
PA4634		PA14_61320
PA4636		PA14_61360
PA4637		PA14_61370
PA4638		
PA4639		PA14_61390
PA4640	mqoB	PA14_61400
PA4642		PA14_61430
PA4643		PA14_61440
PA4644		PA14_61450
PA4646	upp	PA14_61470
PA4647	uraA	PA14_61480 pyrP
PA4648	cupE1	PA14_61500
PA4649	cupE2	PA14_61510
PA4650	cupE3	PA14_61520
PA4651	cupE4	PA14_61530
PA4652	cupE5	PA14_61540
PA4653	cupE6	PA14_61550
PA4654		PA14_61560
